ID	Gene.symbol	Gene.title	log2(fold change)(Tumour vs Normal)	-log10(Pvalue)(Tumour vs Normal)
158787	FAM129A	family with sequence similarity 129 member A	-1.068	3.283
158792	SPIRE1	spire type actin nucleation factor 1	1.105	3.942
158824			-0.964	2.711
158844			0.524	2.705
158869	EIF3M	eukaryotic translation initiation factor 3 subunit M	0.968	3.771
158938	SCNN1A	sodium channel epithelial 1 alpha subunit	-1.333	2.62
158950	SGK1	serum/glucocorticoid regulated kinase 1	-1.735	3.973
158959	UGT2B17	UDP glucuronosyltransferase family 2 member B17	-3.883	4.401
159025	CCL15///CCL14	C-C motif chemokine ligand 15///C-C motif chemokine ligand 14	-1.218	4.154
159208	UTP11	UTP11, small subunit processome component homolog (S. cerevisiae)	0.601	3.279
159253			0.945	2.705
159319	LRP8	LDL receptor related protein 8	1.219	3.307
159365	PABPC3	poly(A) binding protein cytoplasmic 3	0.69	2.609
159371	THOC5	THO complex 5	0.561	2.524
159381	SLC25A15	solute carrier family 25 member 15	0.849	2.894
159434	VIPR1	vasoactive intestinal peptide receptor 1	-1.813	3.632
159482	LY96	lymphocyte antigen 96	-0.937	2.89
159594	DRAM1	DNA damage regulated autophagy modulator 1	1.005	3.859
159630	EGFL6	EGF like domain multiple 6	2.261	3.543
159694	LRCH1	leucine rich repeats and calponin homology domain containing 1	1.267	2.942
159713			1.045	3.105
159718	POLR2D	RNA polymerase II subunit D	0.671	2.52
159775	SLC17A4	solute carrier family 17 member 4	-2.131	3.137
159844	IL11	interleukin 11	1.509	3.29
159875	ZEB2	zinc finger E-box binding homeobox 2	-1.051	2.671
159880			1.217	4.305
159938	COX4I1	cytochrome c oxidase subunit 4I1	-0.481	2.879
159949			0.847	3.045
159956			1.192	4.118
159962	EPHA1	EPH receptor A1	1.037	3.293
160102	NPY	neuropeptide Y	-1.448	2.676
160113	PRKCD	protein kinase C delta	-0.807	4.097
160215			0.791	4.175
160246			1.367	4.046
160257	DDIT4	DNA damage inducible transcript 4	1.511	2.471
160271	CEBPB	CCAAT/enhancer binding protein beta	1.395	4.05
160382	DIP2A	disco interacting protein 2 homolog A	-0.749	2.584
160503	BFSP1	beaded filament structural protein 1	1.212	3.168
160510	TCN2	transcobalamin 2	-1.342	3.952
160632	SRP68	signal recognition particle 68	0.546	2.654
160921	ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase	1.008	4.197
160935	ACSF2	acyl-CoA synthetase family member 2	-0.743	2.543
160942	CXCR2	C-X-C motif chemokine receptor 2	1.609	4.026
161027	ETS2	ETS proto-oncogene 2, transcription factor	1.331	3.225
161055	KLHL41	kelch like family member 41	0.86	2.709
161070			1.2	4.584
161087			0.581	2.581
161094			-0.932	2.755
161212	GPNMB	glycoprotein nmb	-1.237	2.803
161225			-1.227	3.279
161306	TMEM165	transmembrane protein 165	0.708	3.553
161379	HIGD1A	HIG1 hypoxia inducible domain family member 1A	-1.508	5.469
161406	TPD52L2	tumor protein D52 like 2	0.769	3.024
161408	HSPH1	heat shock protein family H (Hsp110) member 1	1.272	2.7
161610			0.694	2.491
161671	PTPN21	protein tyrosine phosphatase, non-receptor type 21	-1.081	2.83
161697			1.336	2.85
161798	GPSM2	G-protein signaling modulator 2	1.464	4.362
161819	EXOSC7	exosome component 7	0.58	2.624
161988			0.727	2.945
162197	C1QB	complement C1q B chain	-0.825	3.157
162212	MFAP2	microfibrillar associated protein 2	1.495	3.373
162387	LGI1	leucine rich glioma inactivated 1	-1.645	3.157
162494			-0.544	2.675
162511	CLMN	calmin	-1.181	4.121
162520	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	-1.39	4.424
162741	EBPL	emopamil binding protein like	1.019	4.23
162807	GMPPB	GDP-mannose pyrophosphorylase B	-0.631	2.856
162944	AKIP1	A-kinase interacting protein 1	0.653	2.889
163014	LAMTOR4	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	-0.713	3.514
163051	APOBR	apolipoprotein B receptor	-1.217	3.39
163094	FAM3D	family with sequence similarity 3 member D	-1.457	2.76
163096	LARS	leucyl-tRNA synthetase	0.653	3.396
163137			0.507	2.785
163142	C1QBP	complement C1q binding protein	0.843	2.718
163151	SULT1A2	sulfotransferase family 1A member 2	-1.283	4.726
163165	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	-0.756	2.463
163194	NCF4	neutrophil cytosolic factor 4	-0.851	2.469
163227			-0.797	2.801
163234	STAP2	signal transducing adaptor family member 2	-0.953	3.966
163241	IL6	interleukin 6	2.686	3.861
163372	TYW1	tRNA-yW synthesizing protein 1 homolog	1.116	3.473
163382			0.877	2.454
163456	NCKAP5	NCK associated protein 5	-0.955	2.504
163519			-0.828	2.937
163587	FLNB	filamin B	-0.973	4.503
163595			3.258	2.788
163598			-1.012	3.968
163619	CLDN7	claudin 7	-1.13	3.908
163649	UTP18	UTP18, small subunit processome component	0.653	3.226
163671	TMEM171	transmembrane protein 171	-1.435	4.269
163676	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7	0.607	2.844
163681	SRI	sorcin	-1.276	4.763
163732	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	2.078	5.831
163808	OLA1	Obg-like ATPase 1	1.182	3.596
163966	ADTRP	androgen dependent TFPI regulating protein	-2.711	2.84
164015	BTK	Bruton tyrosine kinase	-1.195	2.499
164016	SLC4A4	solute carrier family 4 member 4	-3.822	6.383
164115	TRABD	TraB domain containing	0.723	2.801
164213	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2	-0.842	2.637
164226	CDH22	cadherin 22	0.83	2.969
164270	MRPS2	mitochondrial ribosomal protein S2	0.734	2.445
164292	WWTR1	WW domain containing transcription regulator 1	1.053	2.987
164309			1.135	3.473
164337			-0.824	2.483
164341	KHK	ketohexokinase	1.408	2.454
164404	MCTP2	multiple C2 and transmembrane domain containing 2	-0.788	2.833
164460	TESC	tescalcin	2.076	3.333
164469			-0.575	2.699
164486	MLEC	malectin	0.783	2.465
164565			-1.521	2.638
164570	BCAS1	breast carcinoma amplified sequence 1	-1.869	3.678
164599			-1.401	3.115
164692	B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3	-1.276	2.702
164694	GAR1	GAR1 ribonucleoprotein	0.691	3.336
164714	SELENBP1	selenium binding protein 1	-1.844	3.791
164725	FAP	fibroblast activation protein alpha	2.443	3.791
164835	CA2	carbonic anhydrase 2	-4.328	5.467
165286	TEAD4	TEA domain transcription factor 4	0.693	2.549
165338	JUND	JunD proto-oncogene, AP-1 transcription factor subunit	-0.614	2.436
165381	RHBDL2	rhomboid like 2	-1.734	4.686
165425	CENPE	centromere protein E	1.398	3.123
165471	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	-1.114	3.185
165482	DKK1	dickkopf WNT signaling pathway inhibitor 1	1.602	3.01
165607	SLC11A1	solute carrier family 11 member 1	1.229	2.49
165913			-1.062	2.529
166056	HOXD10	homeobox D10	-2.302	3.388
166058			0.641	2.671
166145	NT5DC2	5'-nucleotidase domain containing 2	0.949	2.476
166176			-0.769	2.482
166297			-1.206	2.709
166314	PRPF19	pre-mRNA processing factor 19	1.114	2.858
166386	ANGPTL1	angiopoietin like 1	-1.885	3.827
166387	CDCA2	cell division cycle associated 2	1.207	3.041
166412	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10	0.551	2.733
166442			-1.598	3.817
166519	CKMT1B	creatine kinase, mitochondrial 1B	-0.915	3.16
166559	CCDC85B	coiled-coil domain containing 85B	0.982	3.87
166567	RNASEH1	ribonuclease H1	0.755	3.504
166596	PAQR8	progestin and adipoQ receptor family member 8	-0.963	2.562
166681	CAPRIN1	cell cycle associated protein 1	0.579	2.606
166780	COPS2	COP9 signalosome subunit 2	0.633	3.563
166786			0.939	3.768
166801			0.934	2.625
166846	MRPL30	mitochondrial ribosomal protein L30	0.711	2.769
166896	TMA16	translation machinery associated 16 homolog	0.783	3.581
166903	GP2	glycoprotein 2	-1.068	2.556
166918	DPEP2	dipeptidase 2	-1.091	2.567
166957	B3GALT5	beta-1,3-galactosyltransferase 5	-1.046	3.021
167055	KIAA1468	KIAA1468	-0.635	2.443
167072			0.825	2.895
167079	CDA	cytidine deaminase	-2.057	3.396
167147	PITX2	paired like homeodomain 2	3.223	4.12
167166	XPNPEP3	X-prolyl aminopeptidase 3	1.195	3.367
167208	CD55	CD55 molecule (Cromer blood group)	1.372	2.588
167226	DNASE1L3	deoxyribonuclease 1 like 3	-2.216	3.126
167237	FAM19A5	family with sequence similarity 19 member A5, C-C motif chemokine like	1.698	3.78
167266			-0.971	3.274
167280	GLMN	glomulin, FKBP associated protein	1.437	6.259
167316	MATN2	matrilin 2	-2.084	4.159
167412			0.664	3.006
167436	DDX20	DEAD-box helicase 20	0.646	2.466
167465	POLR3A	RNA polymerase III subunit A	0.683	2.523
167471	SLC22A18AS	solute carrier family 22 member 18 antisense	-1.881	3.798
167529	ICA1	islet cell autoantigen 1	0.809	3.441
167538			-1.053	2.822
167604	SLC25A5	solute carrier family 25 member 5	-0.515	2.709
167643			0.583	2.81
167664	SNAPC1	small nuclear RNA activating complex polypeptide 1	0.94	2.564
167669	CA1	carbonic anhydrase 1	-5.147	5.944
167861			-1.443	2.592
167986	LDHB	lactate dehydrogenase B	1.39	3.667
168033	ADGRL3	adhesion G protein-coupled receptor L3	-1.579	3.32
168061	ANO9	anoctamin 9	-1.379	5.121
168105			-1.188	4.106
168194	KRT20	keratin 20	-3.235	4.086
168384	CXCR1	C-X-C motif chemokine receptor 1	0.975	3.443
168402	LACTB2	lactamase beta 2	0.871	3.49
168414	CFB	complement factor B	1.635	3.806
168479			0.952	3.639
168505	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	-1.81	5.648
168570			1.664	6.219
168582			-0.929	2.715
168716			1.013	2.933
168840	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)	-2.546	5.875
168842	MRPL58	mitochondrial ribosomal protein L58	0.572	2.685
168879	BZW2	basic leucine zipper and W2 domains 2	0.676	3.249
169082			0.847	2.736
169279	ARID3A	AT-rich interaction domain 3A	1.733	3.688
169301	TRIM36	tripartite motif containing 36	-1.523	2.496
169378	PDZD3	PDZ domain containing 3	-1.957	5.692
169385	XPO5	exportin 5	0.854	2.631
169414	SULF1	sulfatase 1	1.62	3.229
169453			-1.261	3.663
169472	BMP10	bone morphogenetic protein 10	1.112	2.701
169499	ANLN	anillin actin binding protein	1.854	3.472
169515	ZNF529	zinc finger protein 529	1.121	3.022
169526	SPON2	spondin 2	0.52	2.927
169616	DOCK2	dedicator of cytokinesis 2	-0.901	3.116
169620	NOB1	NIN1/PSMD8 binding protein 1 homolog	1.028	4.743
169621			1.112	5.593
169622	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1	-0.994	2.527
169807			0.601	2.716
169872	CCT4	chaperonin containing TCP1 subunit 4	0.963	4.64
169947	ZNRF2	zinc and ring finger 2, E3 ubiquitin protein ligase	-0.701	3.358
169981	IGSF9	immunoglobulin superfamily member 9	-1.819	3.93
169984	SEPP1	selenoprotein P, plasma, 1	-2.586	4.231
170016	C1QA	complement C1q A chain	-0.882	2.729
170087			0.684	2.961
170179			0.888	3.901
170223			0.678	3.017
170260			-0.906	2.737
170338			0.734	2.679
170368			0.836	3.032
170412	COMTD1	catechol-O-methyltransferase domain containing 1	-0.712	2.503
170455	ACVRL1	activin A receptor like type 1	-1.477	3.351
170468	VILL	villin like	-1.246	5.314
170503	ASCL2	achaete-scute family bHLH transcription factor 2	0.545	2.733
170551	C22orf29	chromosome 22 open reading frame 29	0.718	3.871
170584	EVA1C	eva-1 homolog C	-1.264	2.442
170623			1.924	4.043
170767	POLD1	DAN polymerase delta 1, catalytic subunit	1.412	2.446
170781	TKT	transketolase	0.808	2.954
170823	IFITM3	interferon induced transmembrane protein 3	1.151	6.434
170907			0.488	2.723
170963			1.009	3.78
171014	STIM1	stromal interaction molecule 1	-0.848	3.485
171124	ITM2A	integral membrane protein 2A	-1.616	3.625
171149	MYL6B	myosin light chain 6B	0.493	2.469
171247	TSPAN7	tetraspanin 7	-1.807	5.145
171273	GPCPD1	glycerophosphocholine phosphodiesterase 1	0.95	2.461
171290	BLNK	B-cell linker	-0.711	2.535
171374			1.169	2.914
171400	LAPTM4B	lysosomal protein transmembrane 4 beta	1.232	4.019
171444			0.551	2.978
171464	RRP12	ribosomal RNA processing 12 homolog	0.81	2.741
171488	ODF2	outer dense fiber of sperm tails 2	0.529	2.826
171533	C1orf109	chromosome 1 open reading frame 109	0.826	3.121
171539	MT1G	metallothionein 1G	-1.626	2.593
171625	PGM2	phosphoglucomutase 2	0.768	3.364
171687	NUP35	nucleoporin 35	0.84	4.263
171791	PPAN	peter pan homolog (Drosophila)	1.172	3.859
171932			1.298	3.679
172069	CES2	carboxylesterase 2	-1.8	4.897
172164	WNT5B	Wnt family member 5B	-1.263	2.439
172191	GRAMD1A	GRAM domain containing 1A	0.785	3.503
172287	WDR3	WD repeat domain 3	0.903	4.123
172292	CD37	CD37 molecule	-1.329	2.671
172334	STXBP6	syntaxin binding protein 6	0.964	3.457
172367	ZSCAN18	zinc finger and SCAN domain containing 18	-1.402	3.318
172479	FERMT1	fermitin family member 1	0.982	2.988
172513	PALM	paralemmin	-1.174	3.737
172671	PCDHB14	protocadherin beta 14	1.182	2.793
172727	ANXA3	annexin A3	0.985	2.676
172733	ENC1	ectodermal-neural cortex 1	1.41	5.894
172779	SORD	sorbitol dehydrogenase	1.982	7.366
172878			0.507	3.119
172938			-0.784	2.634
172950	CCR10	C-C motif chemokine receptor 10	-1.281	3.356
173015	ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like	0.718	2.522
173072	MT1X	metallothionein 1X	-1.384	2.679
173089	SLC5A6	solute carrier family 5 member 6	1.176	2.494
173099	SRSF5	serine and arginine rich splicing factor 5	-0.567	2.719
173107	GRB7	growth factor receptor bound protein 7	1.054	2.593
173119	CYSLTR1	cysteinyl leukotriene receptor 1	-1.339	2.905
173128			0.956	2.817
173159			0.814	2.716
173181			-1.795	3.061
173221	LAMA1	laminin subunit alpha 1	-2.694	4.991
173408	CXCL2	C-X-C motif chemokine ligand 2	2.651	6.567
173430	CNST	consortin, connexin sorting protein	-0.991	3.498
173434	ALDOB	aldolase, fructose-bisphosphate B	2.393	2.66
173449	CLTB	clathrin light chain B	-0.865	3.773
173450	TRAP1	TNF receptor associated protein 1	1.236	5.031
173470	THUMPD2	THUMP domain containing 2	0.718	3.659
173522			-1.165	4.726
173805			1.279	2.46
173844	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	1.068	4.16
173853			-0.643	2.537
173920	TBC1D10A	TBC1 domain family member 10A	-0.706	3.684
173988	C2orf88	chromosome 2 open reading frame 88	-2.675	4.403
173989			0.991	4.063
174000	SNX24	sorting nexin 24	-0.846	2.632
174033			-0.472	2.496
174119	MT1B	metallothionein 1B	-1.726	2.933
174206	NDUFA4L2	NDUFA4, mitochondrial complex associated like 2	1.321	2.564
174241	PPIL1	peptidylprolyl isomerase like 1	0.848	2.962
174312	OGDH	oxoglutarate dehydrogenase	-0.592	3.297
174358	TRMT112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)	0.472	2.577
174371			-0.784	3.062
174378			-0.845	3.57
174386	AK1	adenylate kinase 1	-1.564	3.227
174416	MYOC	myocilin	-2.323	4.619
174420	NOP2	NOP2 nucleolar protein	0.862	3.074
174494	KCTD5	potassium channel tetramerization domain containing 5	-0.557	2.434
174552	TMEM245	transmembrane protein 245	0.786	2.593
174579	EVI2A	ecotropic viral integration site 2A	-1.014	2.736
174638	SLC6A20	solute carrier family 6 member 20	1.53	2.969
174662			0.871	3.468
174760	PFDN2	prefoldin subunit 2	0.799	3.728
174810	ESM1	endothelial cell specific molecule 1	2.979	4.546
174841	RUVBL2	RuvB like AAA ATPase 2	0.645	2.661
174855			0.636	2.979
174881	CCDC69	coiled-coil domain containing 69	-0.846	2.543
174895	RIOK3	RIO kinase 3	-1.211	3.889
174927	CMTM8	CKLF like MARVEL transmembrane domain containing 8	0.764	3.139
175133	FBL	fibrillarin	1.008	2.813
175262	XRN2	5'-3' exoribonuclease 2	1.209	3.209
175282			0.685	3.287
175289	COMT	catechol-O-methyltransferase	1.114	3.989
175377			-0.927	3.059
175397			0.962	3.419
175528			0.787	3.143
175587	ZNF337	zinc finger protein 337	0.694	2.776
175602	QDPR	quinoid dihydropteridine reductase	0.872	3.525
175721	SCGB2A1	secretoglobin family 2A member 1	-2.298	3.286
175728	CYP4F12	cytochrome P450 family 4 subfamily F member 12	-1.127	3.115
175806	ARHGEF16	Rho guanine nucleotide exchange factor 16	-0.552	2.453
175841	CNKSR1	connector enhancer of kinase suppressor of Ras 1	-1.245	3.795
175901	TBXAS1	thromboxane A synthase 1	0.993	2.767
176083	SERINC2	serine incorporator 2	-1.018	2.896
176148	CDH19	cadherin 19	-2.397	4.064
176195	BOP1	block of proliferation 1	1.314	2.901
176270			0.576	3.012
176372			0.836	3.315
176555	RTEL1///TNFRSF6B	regulator of telomere elongation helicase 1///TNF receptor superfamily member 6b	1.607	2.713
176569			-0.789	3.188
176789	OR4X2	olfactory receptor family 4 subfamily X member 2 (gene/pseudogene)	-1.296	3.332
176856	CCNYL1	cyclin Y like 1	-1.125	3.68
176899	CXCL8	C-X-C motif chemokine ligand 8	4.001	5.175
176902			1.03	2.853
176933	RCAN2	regulator of calcineurin 2	-1.499	3.097
177006			0.755	3.098
177034			0.75	3.119
177035	CCT3	chaperonin containing TCP1 subunit 3	0.906	4.156
177051	YEATS4	YEATS domain containing 4	1.22	4.223
177061	TIMM50	translocase of inner mitochondrial membrane 50	0.579	2.735
177135			0.794	2.541
177184	PTGDR2	prostaglandin D2 receptor 2	-1.688	3.853
177241	VSIG2	V-set and immunoglobulin domain containing 2	-2.727	3.64
177253	FAM63A	family with sequence similarity 63 member A	-0.893	3.879
177389	CXCL3	C-X-C motif chemokine ligand 3	3.045	6.184
177441	MRPS27	mitochondrial ribosomal protein S27	0.696	2.917
177465	PJA2	praja ring finger ubiquitin ligase 2	-0.673	3.21
177477			0.891	2.932
177490	CPSF3	cleavage and polyadenylation specific factor 3	0.598	2.643
177491	METAP2	methionyl aminopeptidase 2	0.542	3.068
177512	RAB4B	RAB4B, member RAS oncogene family	-1.038	3.563
177518			1.425	3.973
177535	ACTN1	actinin alpha 1	0.647	3.112
177655	MGST3	microsomal glutathione S-transferase 3	-0.694	3.795
177749	TOP1MT	topoisomerase (DNA) I, mitochondrial	1.64	3.787
177757	EXOSC2	exosome component 2	1.305	4.379
177791			0.968	3.42
177814	SCN4B	sodium voltage-gated channel beta subunit 4	-0.996	2.547
177880	NR5A2	nuclear receptor subfamily 5 group A member 2	-1.633	3.462
178029	CMA1	chymase 1	-0.724	2.956
178077	NAP1L2	nucleosome assembly protein 1 like 2	-1.335	3.899
178078	TDGF1	teratocarcinoma-derived growth factor 1	1.9	3.117
178123	RAG2	recombination activating gene 2	-0.728	2.625
178237			0.712	3.008
178269			0.656	3.363
178313	ETV4	ETS variant 4	3.004	7.541
178315			-1.056	4.553
178393	ZFYVE28	zinc finger FYVE-type containing 28	-0.87	3.613
178654			-0.893	4.105
178719			-1.245	2.533
178818	RRS1	ribosome biogenesis regulator homolog	0.966	3.283
178845	CD177	CD177 molecule	-3.888	3.774
178866	LRRC19	leucine rich repeat containing 19	-2.333	4.989
178884	PCSK5	proprotein convertase subtilisin/kexin type 5	-1.617	4.328
178891			0.596	2.63
178898			-1.188	2.807
179063			0.88	2.618
179110	RCC1	regulator of chromosome condensation 1	0.883	2.841
179125	CDHR5	cadherin related family member 5	-2.237	4.885
179226	SET	SET nuclear proto-oncogene	0.609	2.701
179303	POLA1	DNA polymerase alpha 1, catalytic subunit	1.258	3.185
179327			-0.545	2.723
179328	RUVBL1	RuvB like AAA ATPase 1	1.223	2.869
179404	BCAR3	breast cancer anti-estrogen resistance 3	-1.312	4.68
179419			0.904	3.241
179422			-0.729	3.713
179425			0.495	2.627
179466			0.553	3.054
179573	CCT2	chaperonin containing TCP1 subunit 2	0.838	3.426
179658	RBM41	RNA binding motif protein 41	0.717	2.78
179707			-1.268	3.237
179836	LGALS3	lectin, galactoside binding soluble 3	-0.889	3.795
179860	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit	0.733	3.465
179882	RNF112	ring finger protein 112	-1.686	3.533
180090	SLC35E4	solute carrier family 35 member E4	1.086	2.522
180185	TMEM69	transmembrane protein 69	0.645	2.918
180215	RAE1	ribonucleic acid export 1	1.002	2.841
180218	UTP20	UTP20, small subunit processome component	1.156	3.994
180242	FABP6	fatty acid binding protein 6	4.176	5.545
180302	GLS	glutaminase	-0.595	2.54
180407	MAGOHB	mago homolog B, exon junction complex core component	0.615	2.72
180412			-1.085	3.982
180432	SUGCT	succinyl-CoA:glutarate-CoA transferase	-1.357	3.133
180535	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	-3.237	3.576
180560	LAPTM4B	lysosomal protein transmembrane 4 beta	0.856	2.466
180596	MLXIPL	MLX interacting protein like	1.098	2.965
180626	PRC1	protein regulator of cytokinesis 1	1.182	2.643
180741	STYK1	serine/threonine/tyrosine kinase 1	-1.631	4.207
180800	PTPRCAP	protein tyrosine phosphatase, receptor type C associated protein	-0.811	2.623
180804	LIG1	DNA ligase 1	1.085	2.829
180823			1.66	3.679
180868			-1.715	3.084
180938	CCT7	chaperonin containing TCP1 subunit 7	0.534	2.497
180941			1.186	3.823
180971			0.983	4.407
181044			0.487	2.688
181192	ESYT1	extended synaptotagmin 1	0.581	2.662
181200	DIRC2	disrupted in renal carcinoma 2	-1.006	3.973
181263	PAICS	phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase	1.554	4.55
181277	C2orf27B///C2orf27A	chromosome 2 open reading frame 27B///chromosome 2 open reading frame 27A	-0.717	2.684
181312	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2	0.583	2.724
181474	CEBPZ	CCAAT/enhancer binding protein zeta	0.558	3.031
181478			0.905	2.829
181651	PIEZO1	piezo type mechanosensitive ion channel component 1	0.522	2.456
181685	ASPM	abnormal spindle microtubule assembly	1.43	2.747
181691	CBFB	core-binding factor beta subunit	0.674	2.592
181810			0.669	2.931
182066			-1.324	3.497
182082			1.012	3.211
182089			-0.688	2.893
182100	GPD1	glycerol-3-phosphate dehydrogenase 1	1.053	2.561
182131	MARCKS	myristoylated alanine rich protein kinase C substrate	-0.925	3.825
182143	WDR74	WD repeat domain 74	0.742	3.08
182168			-1.683	2.93
182225	B4GALT7	beta-1,4-galactosyltransferase 7	0.693	3.443
182277	NANS	N-acetylneuraminate synthase	-1.147	4.57
182279	ABCB1	ATP binding cassette subfamily B member 1	-1.945	2.794
182305	MT1A	metallothionein 1A	-1.48	3.08
182343	HMGB3	high mobility group box 3	0.996	2.749
182404	GDF15	growth differentiation factor 15	2.725	4.249
182449	TMEM132A	transmembrane protein 132A	1.678	4.084
182453			-0.581	3.262
182504			0.763	2.769
182551			0.715	2.589
182757			0.492	2.586
182760	REP15	RAB15 effector protein	-1.893	2.893
182774	NME1	NME/NM23 nucleoside diphosphate kinase 1	1.005	3.044
182776	ABCA8	ATP binding cassette subfamily A member 8	-2.878	4.913
182792	MSI2	musashi RNA binding protein 2	0.73	2.88
182833	SERBP1	SERPINE1 mRNA binding protein 1	0.725	3.524
182844	GOLPH3L	golgi phosphoprotein 3 like	-0.592	2.44
182864	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	0.874	3.139
182936			-0.957	3.111
182938			-1.01	3.266
182943			0.934	3.737
182993	SSBP1	single stranded DNA binding protein 1	0.604	3.279
183103	CECR1	cat eye syndrome chromosome region, candidate 1	-1.127	2.943
183110			0.588	2.756
183171	ETHE1	ETHE1, persulfide dioxygenase	-1.659	5.641
183179			0.767	2.868
183205	FUT1	fucosyltransferase 1 (H blood group)	1.311	3.554
183209	CDK2	cyclin dependent kinase 2	0.915	3.094
183246	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	0.775	3.282
183249	IPO5	importin 5	1.048	4.032
183378	FOLR2	folate receptor beta	-1.455	3.22
183441	MSI2	musashi RNA binding protein 2	0.924	3.965
183478	CCT8	chaperonin containing TCP1 subunit 8	0.504	2.755
183485	METTL1	methyltransferase like 1	0.732	2.71
183516	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	-0.932	3.337
183553			1.045	3.911
183726	CENPF	centromere protein F	1.342	2.645
183774	TNFRSF17	TNF receptor superfamily member 17	-2.821	3.33
183798	EIF3J	eukaryotic translation initiation factor 3 subunit J	0.451	2.457
183806	HIGD1A	HIG1 hypoxia inducible domain family member 1A	-1.547	6.425
183858			0.584	2.788
184048			0.799	2.727
184079	MSANTD3	Myb/SANT DNA binding domain containing 3	0.556	2.485
184100	PSMG1	proteasome assembly chaperone 1	0.982	4.903
184103	ADCY7	adenylate cyclase 7	-0.604	2.587
184157	SLC22A18	solute carrier family 22 member 18	-0.88	2.941
184396	EMG1	EMG1, N1-specific pseudouridine methyltransferase	0.595	2.562
184453	AMH	anti-Mullerian hormone	1.572	2.457
184507	AADAT	aminoadipate aminotransferase	1.358	3.421
184667	SCGN	secretagogin, EF-hand calcium binding protein	-2.394	5.436
184748			1.261	2.876
184808			-0.604	2.635
184844	SUGP2	SURP and G-patch domain containing 2	0.553	2.765
184926	PWP1	PWP1 homolog, endonuclein	0.692	3.196
184941	TYRO3	TYRO3 protein tyrosine kinase	1.198	2.604
184984	JAG2	jagged 2	1.438	3.37
185016	TMEM220	transmembrane protein 220	-1.488	2.541
185037			0.961	3.194
185200			-0.754	2.778
185230			-1.907	4.174
185299	NOC3L	NOC3 like DNA replication regulator	0.87	2.782
185340	CD27	CD27 molecule	-1.87	2.88
185369	COL4A1	collagen type IV alpha 1 chain	1.751	3.306
185528	CLDN8	claudin 8	-3.242	5.333
185595	JCHAIN	joining chain of multimeric IgA and IgM	-2.598	2.592
185644	S100A14	S100 calcium binding protein A14	-0.98	3.084
185704			0.822	3.633
185757	TRIM28	tripartite motif containing 28	1.278	2.83
185969	NEBL	nebulette	1.281	2.767
186009	IL1R2	interleukin 1 receptor type 2	-1.872	3.049
186022	CLTB	clathrin light chain B	-0.877	3.458
186044	CD163L1	CD163 molecule like 1	-1.671	3.905
186316	C7	complement component 7	-2.117	3.339
186334	GCN1	GCN1, eIF2 alpha kinase activator homolog	0.768	2.503
186435	FPR1	formyl peptide receptor 1	1.715	3.06
186443	DHRS13	dehydrogenase/reductase 13	0.889	2.529
186517	LIPH	lipase H	-0.999	3.283
186550	DHODH	dihydroorotate dehydrogenase (quinone)	1.288	4.08
186589	MAF	MAF bZIP transcription factor	-1.266	3.384
186598	MRPL17	mitochondrial ribosomal protein L17	0.8	3.288
186684	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta	-3.319	5.684
186736	PEX26	peroxisomal biogenesis factor 26	-0.867	3.376
186871	CLNS1A	chloride nucleotide-sensitive channel 1A	0.779	3.663
186902			0.885	2.841
186940	C19orf48	chromosome 19 open reading frame 48	1.205	3.615
187011	DUSP10	dual specificity phosphatase 10	1.17	2.509
187019	AKR1B10	aldo-keto reductase family 1 member B10	-3.052	3.652
187020			-0.723	2.955
187034			0.957	5.033
187120			-1.556	4.245
187155	SNRPE	small nuclear ribonucleoprotein polypeptide E	0.83	3.151
187206			0.733	3.226
187235	GBA2	glucosylceramidase beta 2	-0.591	2.438
187236	CYTH1	cytohesin 1	-0.725	3.347
187286	CHGB	chromogranin B	-3.073	4.897
187312	RETSAT	retinol saturase	-1.192	4.758
187317			0.993	4.143
